key,source,target
415/1/277#0,Rename in timeline order,Rename in timeline order
415/1/278#0,Rename in layer order,Rename in layer order
415/1/279#0,Delete from track,Delete from track
415/1/280#0,Cut from track,Cut from track
415/1/281#0,Copy from track,Copy from track
415/1/282#0,Paste to track,Paste to track
415/1/283#0,Delete all keyframes,Delete all keyframes
415/1/284#0,Set as first displayed frame,Set as first displayed frame
415/1/285#0,Set as last displayed frame,Set as last displayed frame
415/1/286#0,Combine clips,Combine clips
415/1/287#0,Divide clip,Divide clip
415/1/288#0,Graph Editor,Graph Editor
415/1/289#0,Snap to X axis,Snap to X axis
415/1/290#0,Snap to Y axis,Snap to Y axis
415/1/291#0,Unpair handles,Unpair handles
415/1/292#0,Select previous cel,Select previous cel
415/1/293#0,Select next cel,Select next cel
415/1/294#0,Check cel motion by key input,Check cel motion by key input
415/1/295#0,Check surrounding cels by key input,Check surrounding cels by key input
415/1/296#0,Onion skin,Onion skin
415/1/297#0,Show animation cels,Show animation cels
415/1/298#0,Show edited cel only,Show edited cel only
415/1/299#0,Enable onion skin,Enable onion skin
415/1/300#0,Onion skin settings,Onion skin settings
415/1/302#0,Playback settings,Playback settings
415/1/303#0,Play in real time,Play in real time
415/1/304#0,Play all frames,Play all frames
415/1/305#0,Loop play,Loop play
415/1/306#0,Render 2D camera,Render 2D camera
415/1/307#0,Render before starting playback,Render before starting playback
415/1/309#0,Prefer speed,Prefer speed
415/1/310#0,Prefer quality,Prefer quality
415/1/311#0,Move frame,Move frame
415/1/312#0,Go to start,Go to start
415/1/313#0,Go to end,Go to end
415/1/314#0,Go to previous frame,Go to previous frame
415/1/315#0,Go to next frame,Go to next frame
415/1/316#0,Previous keyframe,Previous keyframe
415/1/317#0,Next keyframe,Next keyframe
415/1/318#0,Go to specified frame,Go to specified frame
415/1/320#0,Create timeline label,Create timeline label
415/1/321#0,Delete timeline label,Delete timeline label
415/1/322#0,Go to timeline label,Go to timeline label
415/1/323#0,Create track label,Create track label
415/1/324#0,Delete track label,Delete track label
415/1/325#0,Create inbetween track label “○”,Create inbetween track label “○”
415/1/326#0,Create inbetween track label “●”,Create inbetween track label “●”
415/1/327#0,Enable keyframes on this layer,Enable keyframes on this layer
415/1/328#0,Edit layers with active keyframes,Edit layers with active keyframes
415/1/329#0,Enable timeline,Enable timeline
415/1/330#0,New timeline,New timeline
415/1/331#0,Go to previous timeline,Go to previous timeline
415/1/332#0,Go to next timeline,Go to next timeline
415/1/333#0,Change settings,Change settings
415/1/334#0,Change frame rate,Change frame rate
415/1/335#0,Manage timeline,Manage timeline
415/1/336#0,Insert frame,Insert frame
415/1/337#0,Delete frame,Delete frame
415/1/338#0,Show 2D camera frames,Show 2D camera frames
415/1/339#0,Show camera path,Show camera path
415/1/340#0,Show all field guides,Show all field guides
415/1/341#0,Audio scrubbing,Audio scrubbing
415/1/342#0,Apply Toei Animation Digital Exposure Sheet information to current exposure sheet,Apply Toei Animation Digital Exposure Sheet information to current exposure sheet
415/1/343#0,Load changes to Toei Animation Digital Exposure Sheet,Load changes to Toei Animation Digital Exposure Sheet
415/1/344#0,Toei Animation Digital Exposure Sheet settings,Toei Animation Digital Exposure Sheet settings
415/1/345#0,Toei Animation Digital Exposure Sheet path,Toei Animation Digital Exposure Sheet path
415/1/347#0,Export animation,Export animation
415/1/348#0,Switch editing target and image on light table,Switch editing target and image on light table
415/1/349#0,Edit light table image,Edit light table image
415/1/350#0,Enable light table,Enable light table
415/1/351#0,Switch editing target automatically,Switch editing target automatically
415/1/352#0,Lock current animation cel as editing target,Lock current animation cel as editing target
415/1/353#0,Register selected layer,Register selected layer
415/1/354#0,Select and register file,Select and register file
415/1/355#0,Register layer copied from another canvas,Register layer copied from another canvas
415/1/356#0,Register onion skin images,Register onion skin images
415/1/357#0,Deregister selected image from light table,Deregister selected image from light table
415/1/358#0,Deregister all images from light table,Deregister all images from light table
415/1/359#0,Move canvas to center,Move canvas to center
415/1/360#0,Enable/disable light table tool,Enable/disable light table tool
415/1/361#0,New Raster Layer,New Raster Layer
415/1/362#0,Set and create new raster layer,Set and create new raster layer
415/1/363#0,New vector layer,New vector layer
415/1/364#0,New Gradient layer,New Gradient layer
415/1/365#0,New Fill Layer,New Fill Layer
415/1/366#0,New Tone,New Tone
415/1/367#0,New frame folder,New frame folder
415/1/368#0,New Paper Layer,New Paper Layer
415/1/369#0,New foil layer,New foil layer
415/1/370#0,New brightness/contrast layer,New brightness/contrast layer
415/1/371#0,New hue/saturation/luminosity layer,New hue/saturation/luminosity layer
415/1/372#0,New posterization layer,New posterization layer
415/1/373#0,New Reverse Gradient layer,New Reverse Gradient layer
415/1/374#0,New level correction layer,New level correction layer
415/1/375#0,New tone curve layer,New tone curve layer
415/1/376#0,New color balance layer,New color balance layer
415/1/377#0,New binarization layer,New binarization layer
415/1/378#0,New Gradient map layer,New Gradient map layer
415/1/379#0,New 3D layer,New 3D layer
415/1/380#0,New 3D drawing figure layer,New 3D drawing figure layer
415/1/381#0,New Layer Folder,New Layer Folder
415/1/382#0,Duplicate Layer,Duplicate Layer
415/1/383#0,Delete Layer,Delete Layer
415/1/384#0,Delete all empty layers,Delete all empty layers
415/1/385#0,Delete all hidden layers,Delete all hidden layers
415/1/386#0,Hide all visible draft layers,Hide all visible draft layers
415/1/387#0,Ungroup Layer Folder,Ungroup Layer Folder
415/1/388#0,Mask Outside Selection,Mask Outside Selection
415/1/389#0,Mask Selection,Mask Selection
415/1/390#0,Delete Mask,Delete Mask
415/1/391#0,Apply Mask to Layer,Apply Mask to Layer
415/1/392#0,Link Mask to Layer,Link Mask to Layer
415/1/393#0,Enable Mask,Enable Mask
415/1/394#0,Show Mask Area,Show Mask Area
415/1/395#0,Selection from Ruler,Selection from Ruler
415/1/396#0,Draw along ruler,Draw along ruler
415/1/397#0,Ruler from vector,Ruler from vector
415/1/398#0,Delete Ruler,Delete Ruler
415/1/399#0,Show Ruler,Show Ruler
415/1/400#0,Link Ruler to Layer,Link Ruler to Layer
415/1/401#0,Create Perspective Ruler,Create Perspective Ruler
415/1/402#0,Change to show ruler on all layers,Change to show ruler on all layers
415/1/403#0,Change to show ruler in same frame,Change to show ruler in same frame
415/1/404#0,Change to show ruler in same folder,Change to show ruler in same folder
415/1/405#0,Change to show ruler only when editing target,Change to show ruler only when editing target
415/1/406#0,Link guide to ruler,Link guide to ruler
415/1/407#0,Divide frame border equally,Divide frame border equally
415/1/408#0,Combine frames,Combine frames
415/1/409#0,Merge with layer below,Merge with layer below
415/1/410#0,Merge selected layers,Merge selected layers
415/1/411#0,Merge visible layers,Merge visible layers
415/1/412#0,Merge visible to new layer,Merge visible to new layer
415/1/413#0,Flatten image,Flatten image
415/1/414#0,Make layer above as editing target,Make layer above as editing target
415/1/415#0,Make layer below as editing target,Make layer below as editing target
415/1/416#0,Open/close folder,Open/close folder
415/1/417#0,Open/close folder and all content,Open/close folder and all content
415/1/418#0,Open/close all folders at the same hierarchy,Open/close all folders at the same hierarchy
415/1/419#0,Open/close all folders at the same hierarchy and below,Open/close all folders at the same hierarchy and below
415/1/420#0,Open/close all folders,Open/close all folders
415/1/421#0,Create selection from layer,Create selection from layer
415/1/422#0,Add selection from layer,Add selection from layer
415/1/423#0,Delete selection from layer,Delete selection from layer
415/1/424#0,Select layer area from selection,Select layer area from selection
415/1/425#0,Rasterize layer,Rasterize layer
415/1/426#0,Create folder and insert layer,Create folder and insert layer
415/1/427#0,Convert Layer,Convert Layer
415/1/428#0,Convert to lines and tones,Convert to lines and tones
415/1/429#0,Show Layer,Show Layer
415/1/430#0,Lock Layer,Lock Layer
415/1/431#0,Lock transparent pixels on layer,Lock transparent pixels on layer
415/1/432#0,Lock image pixel in layer,Lock image pixel in layer
415/1/433#0,Lock layer position,Lock layer position
415/1/434#0,Set as Reference Layer,Set as Reference Layer
415/1/435#0,Clip to Layer Below,Clip to Layer Below
415/1/436#0,Change Layer Name,Change Layer Name
415/1/437#0,Display palette color in parent folder,Display palette color in parent folder
415/1/438#0,Display palette color on canvas,Display palette color on canvas
415/1/439#0,Advanced layer settings,Advanced layer settings
415/1/440#0,Set as Draft Layer,Set as Draft Layer
415/1/441#0,Transfer To Lower Layer,Transfer To Lower Layer
415/1/446#0,Create file object,Create file object
415/1/447#0,Paste as file object,Paste as file object
415/1/448#0,Import animation folder (Beta command),Import animation folder (Beta command)
415/1/449#0,Convert layer to file object,Convert layer to file object
415/1/450#0,Change file of file object,Change file of file object
415/1/451#0,Open file of file object,Open file of file object
415/1/452#0,Open folder of file object,Open folder of file object
415/1/453#0,Update file object,Update file object
415/1/454#0,Update all file objects,Update all file objects
415/1/455#0,Select All,Select All
415/1/458#0,Invert selected area,Invert selected area
415/1/459#0,Expand selected area,Expand selected area
415/1/460#0,Shrink selected area,Shrink selected area
415/1/461#0,Blur border,Blur border
415/1/462#0,Show border of selected area,Show border of selected area
415/1/463#0,Select Color Gamut,Select Color Gamut
415/1/464#0,Select Overlapping Vectors,Select Overlapping Vectors
415/1/465#0,Select Vectors Within Area,Select Vectors Within Area
415/1/466#0,Execute/Cancel quick mask,Execute/Cancel quick mask
415/1/467#0,Convert to Selection Layer,Convert to Selection Layer
415/1/468#0,Convert Selection Layer to Selection,Convert Selection Layer to Selection
415/1/469#0,Reset rotation/inversion,Reset rotation/inversion
415/1/470#0,Reset rotation,Reset rotation
415/1/471#0,Rotate 90,Rotate 90
415/1/472#0,Rotate 180,Rotate 180
415/1/473#0,Rotate 270,Rotate 270
415/1/474#0,Flip Horizontal,Flip Horizontal
415/1/475#0,Flip Vertical,Flip Vertical
415/1/476#0,Zoom In,Zoom In
415/1/477#0,Zoom Out,Zoom Out
415/1/480#0,Fit To Screen,Fit To Screen
415/1/481#0,Reset Display,Reset Display
415/1/482#0,Fit to Navigator,Fit to Navigator
415/1/483#0,Show grid,Show grid
415/1/484#0,Show Ruler Bar,Show Ruler Bar
415/1/485#0,Grid/Ruler Bar Settings,Grid/Ruler Bar Settings
415/1/486#0,Hide Tone Area,Hide Tone Area
415/1/487#0,Show Selected Tone Area,Show Selected Tone Area
415/1/488#0,Show All Tone Areas,Show All Tone Areas
415/1/489#0,Include Image Material Area,Include Image Material Area
415/1/490#0,Show vector paths on selected layers,Show vector paths on selected layers
